LIC-MX100-ENT-10YR,UTM,"Meraki MX100 Enterprise License and Support, 10 Years",15000.00
LIC-MX100-SEC-1YR,UTM,"Meraki MX100 Advanced Security License and Support, 1 Year",5000.00
LIC-MX100-SEC-3YR,UTM,"Meraki MX100 Advanced Security License and Support, 3 Years",10000.00
LIC-MX100-SEC-5YR,UTM,"Meraki MX100 Advanced Security License and Support, 5 Years",15000.00
LIC-MX100-SEC-7YR,UTM,"Meraki MX100 Advanced Security License and Support, 7 Years",21000.00
LIC-MX100-SEC-10YR,UTM,"Meraki MX100 Advanced Security License and Support, 10 Years",30000.00
LIC-MX400-ENT-1YR,UTM,"Meraki MX400 Enterprise License and Support, 1 Year",8000.00
LIC-MX400-ENT-3YR,UTM,"Meraki MX400 Enterprise License and Support, 3 Years",16000.00
LIC-MX400-ENT-5YR,UTM,"Meraki MX400 Enterprise License and Support, 5 Years",24000.00
LIC-MX400-ENT-7YR,UTM,"Meraki MX400 Enterprise License and Support, 7 Years",33600.00
LIC-MX400-ENT-10YR,UTM,"Meraki MX400 Enterprise License and Support, 10 Years",48000.00
LIC-MX400-SEC-1YR,UTM,"Meraki MX400 Advanced Security License and Support, 1 Year",16000.00
LIC-MX400-SEC-3YR,UTM,"Meraki MX400 Advanced Security License and Support, 3 Years",32000.00
LIC-MX400-SEC-5YR,UTM,"Meraki MX400 Advanced Security License and Support, 5 Years",48000.00
LIC-MX400-SEC-7YR,UTM,"Meraki MX400 Advanced Security License and Support, 7 Years",67200.00
LIC-MX400-SEC-10YR,UTM,"Meraki MX400 Advanced Security License and Support, 10 Years",96000.00
LIC-MX600-ENT-1YR,UTM,"Meraki MX600 Enterprise License and Support, 1 Year",16000.00
LIC-MX600-ENT-3YR,UTM,"Meraki MX600 Enterprise License and Support, 3 Years",32000.00
LIC-MX600-ENT-5YR,UTM,"Meraki MX600 Enterprise License and Support, 5 Years",48000.00
LIC-MX600-ENT-7YR,UTM,"Meraki MX600 Enterprise License and Support, 7 Years",67200.00
LIC-MX600-ENT-10YR,UTM,"Meraki MX600 Enterprise License and Support, 10 Years",96000.00
LIC-MX600-SEC-1YR,UTM,"Meraki MX600 Advanced Security License and Support, 1 Year",32000.00
LIC-MX600-SEC-3YR,UTM,"Meraki MX600 Advanced Security License and Support, 3 Years",64000.00
LIC-MX600-SEC-5YR,UTM,"Meraki MX600 Advanced Security License and Support, 5 Years",96000.00
LIC-MX600-SEC-7YR,UTM,"Meraki MX600 Advanced Security License and Support, 7 Years",134400.00
LIC-MX600-SEC-10YR,UTM,"Meraki MX600 Advanced Security License and Support, 10 Years",192000.00
IM-8-CU-1GB,Accesories,Meraki 8 x 1 GbE Copper Interface Module for MX400 and MX600,3999.00
IM-8-SFP-1GB,Accesories,Meraki 8 x 1 GbE SFP Interface Module for MX400 and MX600,4999.00
IM-2-SFP-10GB,Accesories,Meraki 2 x 10 GbE SFP+ Interface Module for MX400 and MX600,3999.00
MA-PWR-CORD-EU,Accesories,Meraki AC Power Cord for MX and MS (EU Plug),29.00
MA-PWR-CORD-UK,Accesories,Meraki AC Power Cord for MX and MS (UK Plug),29.00
MA-PWR-CORD-AU,Accesories,Meraki AC Power Cord for MX and MS (AU Plug),29.00
MA-PWR-CORD-US,Accesories,Meraki AC Power Cord for MX and MS (US Plug),29.00
MA-PWR-250WAC,Accesories,Meraki 250WAC PSU,450.00
MA-PWR-640WAC,Accesories,Meraki 640WAC PSU,950.00
MA-PWR-1025WAC,Accesories,Meraki 1025WAC PSU,1450.00
PWR-MS420-400AC-R,Accesories,Meraki MS420 400WAC front-to-back PSU,2000.00
MA-PWR-30WAC,Accesories,Meraki MX64 Replacement Power Adapter (30 WAC),65.00
MA-FAN-18K,Accesories,"Meraki front-to-back fan, 18K RPM",250.00
MA-FAN-16K,Accesories,"Meraki front-to-back fan, 16K RPM",250.00
MA-SFP-10GB-LR,Accesories,Meraki 10G Base LR Single-Mode,3995.00
MA-SFP-10GB-LRM,Accesories,Meraki 10G Base LRM Multi-Mode,995.00
MA-SFP-10GB-SR,Accesories,Meraki 10G Base SR Multi-Mode,995.00
MA-SFP-1GB-LX10,Accesories,Meraki 1000Base LX10 Single-Mode,995.00
MA-SFP-1GB-SX,Accesories,Meraki 1000Base SX Multi-Mode,500.00
MA-SFP-1GB-TX,Accesories,Meraki 1 GbE SFP Copper Module,395.00
MA-CBL-TA-1M,Accesories,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 1 Meter",100.00
MA-CBL-TA-3M,Accesories,"Meraki 10 GbE Twinax Cable with SFP+ Modules, 3 Meter",150.00
MA-CBL-40G-50CM,Accesories,"Meraki 40GbE QSFP Cable, 0.5 Meter",100.00
MA-CBL-40G-1M,Accesories,"Meraki 40GbE QSFP Cable, 1 Meter",200.00
MA-CBL-40G-3M,Accesories,"Meraki 40GbE QSFP Cable, 3 Meter",300.00
MR18-HW,Wireless,Meraki MR18 Cloud Managed AP,649.00
MR26-HW,Wireless,Meraki MR26 Cloud Managed AP,1099.00
MR32-HW,Wireless,Meraki MR32 Cloud Managed AP,799.00
MR34-HW,Wireless,Meraki MR34 Cloud Managed AP,1399.00
MR42-HW,Wireless,Meraki MR42 Cloud Managed AP,1099.00
MR62-HW,Wireless,Meraki MR62 Cloud Managed AP,699.00
MR66-HW,Wireless,Meraki MR66 Cloud Managed AP,1299.00
MR72-HW,Wireless,Meraki MR72 Cloud Managed AP,1599.00
LIC-ENT-1YR,Wireless,"Meraki MR Enterprise License, 1 Year",150.00
LIC-ENT-3YR,Wireless,"Meraki MR Enterprise License, 3 Years",300.00
LIC-ENT-5YR,Wireless,"Meraki MR Enterprise License, 5 Years",450.00
LIC-ENT-7YR,Wireless,"Meraki MR Enterprise License, 7 Years",630.00
LIC-ENT-10YR,Wireless,"Meraki MR Enterprise License, 10 Years",900.00
MA-INJ-4-US,Accesories,Meraki MR 802.3at PoE Injector (US Plug),149.00
MA-INJ-4-EU,Accesories,Meraki MR 802.3at PoE Injector (EU Plug),149.00
MA-INJ-4-UK,Accesories,Meraki MR 802.3at PoE Injector (UK Plug),149.00
MA-INJ-4-AU,Accesories,Meraki MR 802.3at PoE Injector (AU Plug),149.00
AC-MR-1-US,Accesories,Meraki AC Adapter for MR Wireless Access Points (US Plug),29.00
AC-MR-1-EU,Accesories,Meraki AC Adapter for MR Wireless Access Points (EU Plug),29.00
AC-MR-1-UK,Accesories,Meraki AC Adapter for MR Wireless Access Points (UK Plug),29.00
AC-MR-1-AU,Accesories,Meraki AC Adapter for MR Wireless Access Points (AU Plug),29.00
MA-PWR-30W-US,Accesories,Meraki AC Adapter for MR Wireless Access Points (US Plug),29.00
MA-PWR-30W-EU,Accesories,Meraki AC Adapter for MR Wireless Access Points (EU Plug),29.00
MA-PWR-30W-UK,Accesories,Meraki AC Adapter for MR Wireless Access Points (UK Plug),29.00
MA-PWR-30W-AU,Accesories,Meraki AC Adapter for MR Wireless Access Points (AU Plug),29.00
ANT-10,Accesories,"Meraki 5/7 dBi, Dual Band Omni Antennas, N-type, Set of 2",99.00
MA-ANT-20,Accesories,Meraki Dual-band Omni Antennas,199.00
MA-ANT-21,Accesories,Meraki 5GHz Sector Antenna,349.00
MA-ANT-23,Accesories,Meraki 2.4GHz Sector Antenna,349.00
MA-ANT-25,Accesories,Meraki Dual Band Patch Antenna,349.00
